Carrier,Airport_Distance,Number_of_flights,Weather,Support_Crew_Available,Baggage_loading_time,Late_Arrival_o,Cleaning_o,Fueling_o,Security_o,Arr_Delay
EV,446,42232,6,144,17,19,11,29,30,41
UA,435,43463,5,33,17,18,12,24,33,38
AA,474,48312,6,82,18,19,7,26,52,108
9E,463,48524,6,16,19,21,12,29,37,156
MQ,428,43882,5,104,16,18,5,22,43,44
9E,426,41995,5,167,17,19,14,24,46,59
B6,444,43521,6,73,17,19,11,29,28,64
UA,418,38773,5,134,17,18,6,27,31,20
FL,453,43539,6,134,17,19,11,25,36,85
B6,437,42981,5,126,17,18,9,23,33,60
9E,451,43337,5,136,16,19,4,26,39,57
B6,417,44018,5,119,17,18,4,24,33,42
DL,460,42848,6,112,17,19,6,22,32,67
UA,446,40651,5,130,16,18,11,28,50,36
EV,430,46210,6,135,17,19,10,35,29,73
B6,478,50969,6,43,18,20,9,19,39,160
WN,421,40320,5,53,17,18,3,20,23,41
EV,465,45175,5,62,17,18,10,22,42,86
AA,438,37756,5,142,16,17,8,23,43,35
B6,427,44693,6,43,18,20,8,22,36,92
B6,457,39287,6,64,18,20,17,28,38,74
UA,428,41542,5,166,17,19,12,24,49,40
UA,456,48553,6,62,18,20,2,20,48,118
UA,460,47781,5,98,18,18,5,30,42,105
EV,461,45276,6,149,17,20,12,27,33,93
B6,460,44048,5,151,17,19,5,25,35,86
9E,452,41189,6,89,17,19,5,18,37,63
UA,452,43975,5,67,17,19,9,22,32,66
MQ,421,46959,5,48,17,18,18,26,30,92
B6,439,41329,6,111,16,19,17,23,40,44
B6,454,45278,6,3,17,20,8,23,53,88
MQ,412,43480,6,142,16,17,14,22,26,36
UA,429,47852,6,1,18,20,6,23,36,109
EV,471,44336,5,59,17,19,6,28,37,79
EV,451,47491,5,83,17,19,8,27,41,76
B6,464,43335,5,133,17,19,8,28,26,53
MQ,446,40718,5,103,16,18,5,26,36,47
MQ,427,40478,5,161,17,19,9,28,30,36
EV,444,40468,5,116,16,18,12,23,25,30
WN,423,41309,5,9,16,17,8,25,35,43
UA,453,44938,5,93,17,19,12,25,33,82
MQ,471,42995,5,59,17,19,9,27,27,64
B6,436,43989,5,78,18,19,12,27,24,95
UA,454,42027,6,189,16,19,6,22,29,45
DL,416,44982,5,25,17,20,7,21,47,100
B6,465,47595,6,71,18,20,7,23,42,116
UA,449,42760,5,183,17,19,8,22,39,46
B6,438,44445,5,64,17,19,11,24,51,81
MQ,468,43992,6,35,17,19,2,19,39,111
EV,446,40529,5,134,17,17,9,24,37,32
9E,440,43334,5,112,17,18,13,28,33,81
EV,413,41510,5,80,16,18,6,24,28,30
EV,441,44591,5,2,17,19,15,26,28,65
B6,427,42714,5,92,17,19,17,21,28,98
B6,462,44354,6,117,17,19,12,34,47,64
MQ,422,43349,6,38,17,19,7,25,43,72
AA,452,45521,6,53,17,20,14,28,32,93
MQ,455,48161,6,35,18,18,9,19,18,99
B6,441,41645,5,23,17,20,14,29,35,66
UA,431,40967,5,168,16,18,8,28,34,37
B6,457,46627,6,62,18,20,11,22,40,121
B6,419,47731,6,18,18,19,6,19,20,112
B6,437,40163,6,57,17,18,11,26,41,36
EV,436,41457,6,21,17,19,14,34,40,71
AA,449,49497,5,49,18,19,7,26,32,130
B6,424,44596,6,149,17,19,6,31,39,68
B6,411,41722,6,67,17,19,15,25,39,73
B6,449,42617,6,121,17,19,5,33,44,71
B6,453,48366,5,79,17,20,5,18,29,83
B6,463,45442,6,108,18,19,11,21,39,101
EV,424,40704,5,138,16,17,6,28,41,29
EV,447,41560,6,88,17,19,12,29,34,93
B6,450,42578,5,119,17,19,20,28,36,65
B6,443,44763,5,120,17,20,13,28,37,77
B6,419,39764,5,168,16,18,8,26,39,14
EV,442,43580,5,162,16,18,16,22,43,27
B6,441,50180,5,101,18,19,13,27,43,118
B6,423,41030,5,114,17,19,14,23,41,32
B6,424,39949,5,84,16,18,12,25,34,34
EV,452,47134,6,172,17,19,13,27,32,90
EV,421,42509,6,81,17,19,4,24,37,47
B6,421,40676,5,138,17,18,12,30,28,26
EV,421,32083,5,126,15,17,4,31,27,3
B6,454,47005,5,7,17,19,14,22,39,122
B6,454,42176,6,51,17,19,10,32,57,70
B6,463,47847,5,37,17,21,8,30,32,140
B6,453,42826,5,74,17,19,12,23,28,64
B6,458,44899,5,83,18,19,13,28,59,85
US,428,43040,5,96,17,20,9,32,55,77
UA,440,43775,5,62,17,19,12,26,38,86
AA,450,43026,5,115,17,18,11,28,47,57
UA,495,47348,5,59,18,20,10,23,41,132
B6,442,44222,6,151,17,18,10,24,29,99
B6,473,45602,6,104,17,20,10,17,43,84
B6,405,41878,6,37,17,18,8,28,37,62
B6,446,42818,6,77,17,19,6,25,36,78
AA,452,47856,6,146,18,19,14,22,41,96
B6,438,39501,5,141,16,17,5,26,43,19
DL,448,44214,5,84,18,19,14,27,33,104
EV,419,45734,5,88,17,19,15,24,35,69
DL,442,43425,6,73,17,20,11,26,42,86
DL,461,41737,5,121,18,19,11,25,29,64
FL,444,46494,5,58,17,19,11,24,31,83
UA,460,46031,6,40,17,19,9,28,42,97
UA,450,44696,5,147,18,18,8,24,38,82
UA,444,45372,5,101,17,19,14,23,38,64
EV,433,44939,5,129,18,19,11,19,39,106
EV,413,40690,5,130,17,18,9,17,43,31
9E,470,47203,5,95,18,19,6,25,40,89
B6,449,45404,5,90,17,19,12,27,41,79
WN,426,43074,6,46,17,20,14,26,30,56
MQ,443,39148,5,128,16,19,11,24,29,31
UA,447,42491,6,91,17,19,9,23,38,62
US,437,41561,6,119,16,20,6,24,27,38
AA,426,42757,5,76,17,18,11,21,46,44
UA,435,43407,6,54,17,18,6,26,35,52
UA,399,42732,5,53,17,19,16,26,33,44
DL,421,44267,6,91,17,19,5,26,29,79
DL,417,44744,5,123,17,19,9,19,35,66
AA,447,41979,5,116,16,17,9,27,37,33
B6,422,41287,5,148,17,19,8,24,35,65
EV,477,48440,6,67,18,19,9,23,46,115
DL,432,41739,6,93,17,19,12,25,33,53
WN,435,45658,6,77,17,19,11,29,35,76
B6,444,44000,6,138,17,19,2,28,49,70
B6,459,46451,5,58,17,19,2,27,38,121
UA,450,40885,5,115,17,19,12,25,41,66
US,436,41856,5,60,17,19,15,26,39,57
AA,427,40045,5,130,17,19,7,28,37,58
MQ,443,39887,5,131,16,17,15,23,35,25
MQ,464,47626,6,103,18,20,11,21,36,144
MQ,447,44844,5,65,18,19,9,22,38,82
UA,427,46317,5,148,18,19,2,24,41,100
UA,445,37516,5,85,17,17,9,26,27,27
US,410,43563,5,127,17,19,10,25,34,60
DL,449,43803,5,62,17,18,14,23,27,59
WN,451,42055,5,108,16,19,14,24,45,54
EV,433,42873,5,142,17,19,10,26,39,74
EV,429,46374,6,3,17,19,8,25,29,76
US,424,39653,5,153,16,19,10,26,17,24
B6,451,43252,6,86,18,19,10,29,24,60
DL,481,45842,6,176,17,20,10,23,46,111
WN,429,41215,5,83,16,17,12,22,32,37
EV,444,43994,6,18,18,19,11,25,42,93
UA,461,41590,6,85,17,19,6,26,37,55
AA,451,46450,6,42,18,19,8,25,48,106
UA,456,43931,5,34,17,18,6,26,33,94
UA,409,33147,5,172,15,16,15,27,43,2
EV,425,43805,6,67,17,20,12,29,39,75
US,444,42294,5,73,17,18,13,22,36,59
UA,440,39976,5,113,17,19,4,32,24,38
B6,460,43022,5,65,17,19,15,23,39,73
UA,426,41106,5,56,16,18,14,26,40,31
EV,431,43069,5,32,17,19,9,22,33,50
AA,459,41417,6,98,17,18,13,24,37,57
B6,425,42629,6,46,17,18,14,22,42,72
B6,431,41648,5,149,16,18,7,23,36,40
US,445,43244,5,86,17,18,15,26,31,73
UA,438,44155,6,132,17,20,5,25,34,46
UA,451,41423,5,102,17,19,5,21,37,72
US,438,43878,5,180,17,19,3,27,40,80
DL,432,46146,6,105,17,18,10,22,46,86
UA,421,40395,5,136,16,18,4,29,27,18
DL,455,46001,5,33,18,19,10,27,41,108
UA,438,43963,6,60,17,19,16,25,34,84
AA,474,40295,5,67,17,18,11,24,38,43
B6,474,43021,6,57,18,19,5,31,34,78
DL,432,43020,6,19,17,19,5,26,32,67
DL,450,40489,5,100,16,18,15,19,35,31
DL,436,42331,5,155,17,19,8,29,25,43
B6,417,41488,5,116,16,17,14,29,34,20
MQ,467,46981,5,27,18,20,6,23,41,112
US,441,44841,6,80,17,19,16,26,43,82
VX,434,42997,5,157,17,18,11,26,31,46
EV,454,46341,6,76,18,19,8,28,43,98
AA,463,45404,5,62,18,18,10,27,39,92
AA,446,40323,5,10,17,18,9,20,36,58
DL,431,40365,5,153,16,18,10,23,45,19
UA,452,42892,5,102,17,19,7,25,33,51
B6,471,42347,5,48,17,19,14,27,20,110
DL,431,38809,5,88,16,18,10,20,32,24
UA,442,38830,5,24,17,18,7,19,42,65
AA,420,36164,6,158,16,19,10,27,33,41
MQ,436,46403,6,70,17,19,9,22,38,92
AA,439,45050,5,133,17,19,13,21,19,62
B6,453,42086,5,72,17,20,14,28,25,86
DL,416,43960,6,45,17,19,6,30,51,71
UA,449,39570,6,65,16,18,15,34,34,49
AA,443,44457,5,62,17,18,8,26,30,76
B6,460,44066,6,76,16,18,6,27,39,65
UA,468,47354,5,71,18,20,3,22,33,130
UA,432,42761,6,73,17,19,10,24,48,88
MQ,432,41843,5,97,17,19,11,19,37,68
AS,455,45486,5,116,17,19,7,25,27,95
UA,476,41107,5,116,17,19,9,29,41,45
VX,443,47598,5,39,17,19,8,22,40,122
UA,459,42497,6,70,16,18,11,27,39,32
UA,452,46375,5,58,16,19,13,28,36,53
FL,421,45565,6,164,17,19,11,24,39,64
B6,428,40148,5,89,16,18,13,20,33,39
DL,458,45597,5,42,17,19,13,28,35,78
B6,445,45652,6,44,17,19,12,21,43,88
AA,433,46607,6,131,18,21,15,22,50,106
B6,443,45715,6,108,17,18,14,28,38,89
UA,447,39718,6,118,16,18,13,23,42,19
B6,450,44856,5,60,17,19,12,22,36,61
B6,407,43394,5,125,17,19,11,24,36,39
WN,465,38505,5,94,16,18,13,29,33,29
UA,435,42354,5,147,17,18,10,30,33,58
B6,421,43232,5,80,17,18,10,21,31,64
AA,456,40092,5,59,16,19,8,25,41,55
AA,439,44235,5,59,17,18,19,27,34,62
UA,421,42953,5,139,17,18,10,30,31,54
WN,441,50247,6,44,18,19,4,28,34,101
EV,425,40134,5,92,17,18,10,24,38,55
UA,436,42105,6,102,16,19,4,18,36,56
9E,452,48264,6,29,18,19,12,22,35,115
DL,456,44309,6,6,18,19,0,29,36,97
AA,441,46773,6,43,17,19,9,23,30,104
UA,463,45498,6,24,18,20,10,29,33,120
B6,433,46835,6,101,18,20,8,23,38,122
UA,455,44490,5,69,17,18,13,31,38,50
9E,444,43073,6,96,17,19,10,31,39,83
EV,477,43679,6,115,17,19,5,25,36,82
EV,423,40220,5,151,16,17,11,19,27,23
UA,447,39702,5,77,16,19,9,22,32,58
EV,447,41301,5,136,17,19,7,20,44,40
DL,414,45693,5,54,17,18,13,21,32,81
B6,466,42225,6,94,18,19,4,22,43,96
B6,446,47378,6,71,18,18,13,24,43,100
DL,429,41216,5,127,17,18,6,26,43,45
DL,418,44349,5,77,17,19,6,25,33,64
US,429,40734,6,51,17,18,6,29,29,46
AA,439,39328,6,112,16,18,10,25,32,23
B6,416,38454,6,66,16,18,10,25,40,16
DL,446,44646,5,72,17,19,7,19,34,76
AA,430,44536,5,101,17,19,17,23,36,79
MQ,457,42258,5,88,17,20,5,23,33,84
UA,438,44612,5,114,17,19,17,28,30,71
AA,424,45627,5,49,16,19,10,29,40,49
DL,437,42247,5,130,17,18,11,26,25,49
DL,440,45601,5,66,17,19,3,26,32,76
US,440,42457,5,71,17,18,9,24,38,48
B6,468,47973,6,92,17,19,11,30,37,106
UA,451,45347,6,51,18,20,15,20,39,107
UA,452,43809,5,66,17,19,9,22,51,78
AA,449,43606,6,24,18,19,12,25,41,98
B6,436,44004,6,123,17,19,13,22,33,75
DL,496,47363,5,46,18,19,0,29,35,93
UA,461,44089,5,51,18,19,15,23,41,74
B6,467,40008,5,80,16,17,10,28,41,50
EV,478,47660,6,22,18,21,10,29,30,125
B6,453,49048,6,18,19,20,9,20,46,140
AA,419,43134,5,129,16,19,8,22,30,60
B6,427,42866,5,71,18,19,7,28,36,65
B6,446,42624,5,133,17,19,5,20,36,55
UA,464,43668,5,20,17,18,14,24,41,71
UA,447,42483,6,62,17,19,8,26,26,56
AA,485,52590,6,26,19,20,13,26,23,164
B6,425,41637,5,64,17,19,3,26,36,40
UA,440,43495,5,62,18,20,13,28,39,93
B6,444,41408,5,75,17,19,7,20,41,57
MQ,462,44336,6,143,17,19,10,24,38,87
B6,465,42131,5,80,17,19,12,22,34,75
DL,431,46549,6,37,17,19,8,20,30,64
MQ,437,42542,5,123,17,18,13,24,35,61
AA,464,46089,6,86,18,19,13,25,28,118
DL,446,46230,6,120,17,19,9,27,21,95
UA,441,43297,6,105,17,19,16,26,38,59
MQ,427,41035,5,93,16,19,12,28,47,41
UA,451,43463,5,99,17,19,12,26,35,78
B6,480,44908,6,60,18,20,7,22,39,102
B6,430,43299,5,94,16,18,7,27,32,54
DL,413,46507,5,38,17,19,13,22,25,65
US,421,42392,6,20,17,18,2,27,43,83
AA,449,44256,6,47,17,19,5,27,37,73
UA,438,39524,5,69,16,18,9,30,31,30
EV,439,43377,6,81,17,19,14,28,21,81
MQ,426,46419,5,105,18,19,9,27,33,105
US,447,44550,5,120,17,18,8,23,56,89
AA,454,43498,5,32,17,21,10,25,51,105
UA,439,43211,6,79,18,19,15,15,41,84
AA,457,44653,5,7,17,19,12,33,39,74
WN,415,41489,5,74,16,18,13,25,43,50
US,438,41827,5,87,17,18,7,28,28,57
EV,441,43652,6,81,17,18,14,27,35,73
AA,468,42121,5,123,18,19,8,27,51,82
B6,465,38789,5,107,16,17,12,24,27,40
B6,463,44509,5,128,17,19,10,28,42,48
UA,453,44395,6,20,17,18,16,26,23,66
US,461,40408,5,92,17,18,11,24,43,58
UA,425,42726,5,65,16,18,8,19,37,53
B6,427,42770,5,103,17,19,9,18,19,67
UA,484,48494,6,23,18,19,5,23,34,116
UA,447,46888,6,117,17,18,12,27,39,77
B6,451,42236,6,71,17,20,12,23,36,87
B6,467,42619,5,31,17,18,14,21,16,94
DL,404,38366,5,211,16,17,11,24,34,15
DL,432,41006,6,54,17,19,14,20,36,54
DL,439,42633,5,53,17,19,15,22,31,49
DL,432,43318,5,8,17,19,12,23,42,97
AA,440,37692,5,4,16,17,10,28,28,21
AA,414,37856,6,107,16,17,13,20,35,37
MQ,428,48683,6,21,18,20,11,25,36,109
UA,467,50896,5,126,18,21,9,25,28,148
DL,435,43599,6,92,18,19,13,26,30,100
DL,426,41800,5,82,16,19,8,31,50,58
VX,437,42923,6,99,18,20,8,30,24,85
AA,448,45301,5,65,18,19,11,22,32,100
B6,481,44943,5,9,17,19,7,20,30,82
DL,450,42490,5,156,16,18,4,35,45,31
UA,454,39978,6,110,17,19,10,28,41,72
UA,430,43650,5,127,17,19,7,20,29,83
B6,449,44280,5,92,17,18,3,23,33,91
UA,426,38719,5,170,16,18,2,26,47,28
B6,464,42591,6,136,17,18,16,18,36,48
AA,438,47469,6,21,18,20,11,25,43,121
UA,455,43131,5,18,18,19,12,23,45,80
FL,436,39800,5,41,16,19,8,21,40,56
B6,444,43350,5,114,17,18,6,20,37,50
UA,444,39944,5,136,17,18,12,26,42,38
AA,453,42832,5,86,17,19,12,27,36,85
AS,452,45363,5,7,17,19,7,29,35,100
AA,400,38298,6,41,16,18,10,21,20,17
UA,442,44229,5,53,16,19,9,24,48,60
UA,441,42542,5,100,17,19,7,24,26,51
VX,456,45048,5,111,18,19,5,23,29,106
B6,453,44413,5,78,17,18,17,25,28,57
B6,418,40810,5,93,16,18,12,20,34,28
UA,457,45710,6,68,18,18,9,29,32,72
B6,457,41467,5,83,17,19,10,25,37,75
B6,441,43819,5,84,17,19,10,27,36,89
AA,449,47237,5,23,18,18,14,28,39,93
UA,422,38256,5,134,16,18,8,26,35,23
B6,442,40062,5,30,17,18,13,20,30,52
AA,446,43407,6,19,17,19,11,24,43,62
B6,455,46680,6,56,18,20,7,28,30,130
DL,446,44375,5,57,17,18,8,26,37,76
AA,449,43655,6,112,16,18,16,20,28,54
UA,471,44812,6,37,18,19,6,26,37,95
MQ,467,44041,5,90,17,18,13,27,49,65
DL,446,41364,5,105,17,18,9,21,25,53
UA,438,43712,6,58,17,19,8,17,47,93
US,434,46600,5,123,16,19,6,27,28,50
AA,463,40079,6,52,17,19,12,23,34,60
DL,427,46210,6,89,18,20,12,31,40,127
WN,429,44198,5,61,17,20,11,28,29,68
B6,433,43760,5,117,17,19,8,33,33,83
DL,415,41470,6,146,17,18,14,22,32,39
DL,447,43401,5,116,17,19,7,26,40,74
MQ,448,43319,6,48,18,19,11,23,37,100
B6,455,45903,6,147,18,19,10,25,30,122
AA,426,40142,5,128,16,18,5,26,28,47
UA,472,43786,5,64,17,19,4,26,43,87
DL,441,45466,5,59,17,19,9,24,38,79
B6,444,42565,5,123,17,19,15,21,42,68
B6,452,42885,6,103,17,20,11,32,41,80
MQ,454,42718,5,99,17,18,12,30,51,49
DL,442,42338,5,56,17,18,14,29,49,57
EV,465,45899,6,68,17,18,12,23,39,83
9E,435,49549,6,30,18,20,10,23,38,102
DL,461,44848,5,5,18,20,15,24,53,110
EV,449,43940,5,68,17,19,6,25,37,98
MQ,439,41778,5,40,16,18,11,27,49,46
US,432,42294,5,94,17,19,12,25,53,61
EV,452,45227,6,15,17,19,13,23,39,80
DL,443,44604,5,66,17,18,14,20,34,58
FL,448,40402,5,132,16,19,11,24,33,50
B6,453,45431,5,54,18,20,6,25,40,100
B6,429,45002,6,24,17,19,12,26,35,63
DL,442,41680,5,131,17,19,12,28,50,65
DL,443,44114,6,66,17,19,14,27,46,96
B6,433,39114,5,95,16,18,12,24,33,27
MQ,423,41031,5,125,16,17,11,24,27,15
EV,428,43388,5,64,17,19,7,28,46,73
US,454,43717,5,30,18,19,10,28,29,111
UA,432,39708,5,170,17,18,14,26,31,48
AA,422,42124,6,96,16,18,10,24,39,39
B6,437,42826,5,171,16,18,3,23,40,57
AA,477,44760,5,108,17,18,14,20,28,77
UA,447,43167,5,10,17,19,9,29,46,67
B6,440,41914,5,73,17,18,10,26,39,43
UA,451,45225,5,107,17,20,12,27,31,83
UA,450,43131,5,53,16,19,4,25,36,46
UA,454,44502,5,124,17,19,9,26,36,84
AA,463,47579,6,15,19,20,11,23,41,172
MQ,459,45542,5,64,18,20,11,21,36,108
EV,458,41526,6,72,17,18,7,31,34,83
MQ,447,46872,5,73,17,20,16,21,43,102
F9,447,44179,6,0,18,19,8,26,28,75
AA,453,43205,5,80,17,19,6,22,26,81
MQ,443,48765,5,60,18,19,8,28,30,127
AA,450,46189,5,96,17,19,17,18,35,89
DL,481,41534,5,36,17,19,9,27,34,85
B6,429,43717,5,96,17,20,19,25,32,68
MQ,477,45918,5,117,18,20,15,24,42,133
UA,451,44951,5,0,17,20,11,28,35,90
EV,428,43781,6,93,18,20,11,25,40,85
DL,423,44382,6,65,17,18,11,15,27,47
UA,468,46666,6,94,18,19,2,22,39,90
WN,426,39437,5,120,16,18,10,26,30,36
B6,419,41693,5,99,16,19,13,25,28,49
DL,428,45142,6,43,17,20,7,24,34,93
AA,454,46615,5,91,17,18,15,26,29,64
DL,444,40818,5,65,17,19,8,29,35,94
UA,422,45076,6,67,17,18,6,23,39,78
HA,444,43105,5,93,17,18,5,19,30,58
DL,436,44948,6,132,17,20,16,22,36,79
DL,440,42453,5,184,17,18,3,30,26,57
UA,430,39115,5,79,16,18,10,29,34,36
MQ,453,46337,5,63,18,19,10,31,35,91
DL,433,42174,5,110,16,18,7,20,48,42
VX,429,43991,6,45,17,18,9,20,38,67
UA,471,47531,5,119,18,19,9,29,34,109
UA,446,47487,6,119,18,20,10,23,48,120
MQ,427,40296,5,126,17,18,6,30,41,33
UA,470,43400,5,57,18,18,6,27,38,74
B6,441,40266,5,87,17,19,11,23,30,53
UA,457,47037,6,61,18,20,6,21,47,105
B6,425,43829,6,105,17,19,12,23,38,87
US,440,44759,5,67,17,19,9,24,41,86
UA,454,45779,5,95,17,18,11,26,41,82
AA,448,45231,6,111,17,19,10,29,34,109
AA,431,42300,5,128,17,19,6,25,33,73
UA,463,42963,6,38,17,18,11,28,33,69
UA,433,46208,5,115,18,19,6,23,46,103
AA,471,45596,6,145,18,19,10,24,27,112
UA,420,41322,6,188,17,19,2,27,42,45
AA,469,50337,6,75,18,19,3,29,48,146
B6,477,43823,5,88,17,20,11,24,43,82
B6,413,44388,5,117,17,19,6,28,28,61
B6,456,42339,5,97,17,19,9,29,39,72
MQ,463,42149,6,18,17,19,14,29,32,74
DL,436,46867,6,129,18,19,11,26,60,100
B6,447,44542,5,84,17,19,12,22,41,70
B6,447,43720,5,109,17,19,9,31,40,81
B6,449,44022,5,69,16,18,15,19,47,60
UA,466,40749,5,145,17,18,10,23,30,41
DL,427,47228,6,19,18,19,10,19,36,91
EV,419,43343,5,101,17,19,13,24,35,51
WN,451,45366,5,136,17,18,8,18,33,64
UA,450,41789,5,110,17,19,9,29,35,76
B6,462,45397,6,27,18,19,11,27,53,122
UA,421,42276,5,126,16,18,11,19,35,44
VX,444,45835,6,100,17,19,7,22,42,81
B6,447,42201,5,81,16,17,14,20,47,42
B6,427,42477,5,189,17,18,15,24,40,44
WN,443,41546,5,109,17,19,11,26,44,73
DL,426,44939,5,106,17,19,9,25,31,69
DL,444,36458,5,95,16,18,12,27,39,16
B6,443,42253,6,112,17,18,11,27,40,39
WN,462,44611,6,96,17,19,7,27,57,85
AA,405,39953,5,151,16,18,8,30,44,41
MQ,445,45000,5,54,17,18,17,27,40,64
B6,464,44952,6,136,17,20,15,22,35,90
EV,456,42199,5,79,17,18,9,27,32,49
B6,464,47641,5,46,18,20,4,18,41,124
EV,439,43432,5,121,17,19,14,26,32,77
MQ,472,45140,6,22,18,19,9,27,32,121
UA,442,43116,6,110,18,19,8,25,46,92
US,444,40585,5,60,17,18,12,24,36,79
DL,406,41543,5,131,16,19,7,24,31,31
UA,473,41789,5,99,17,19,12,27,46,64
DL,455,42740,5,95,17,19,13,26,47,46
US,430,42822,6,125,17,19,9,25,37,83
B6,448,41820,5,95,16,19,6,27,44,71
US,440,41364,5,99,17,18,14,23,41,36
UA,449,44976,6,53,17,19,4,19,34,96
MQ,471,44231,5,72,17,19,8,20,47,90
DL,448,44981,5,104,17,19,14,23,26,88
US,451,42738,6,127,18,19,8,26,26,101
US,430,45079,6,102,17,19,11,19,40,51
EV,424,39377,5,179,16,18,3,22,45,14
DL,472,46646,5,112,18,20,11,32,41,108
FL,455,45147,5,113,18,19,8,28,29,97
EV,456,44741,6,34,17,19,12,20,43,75
MQ,428,41289,6,172,17,19,14,23,43,69
AA,461,41801,6,69,17,19,10,26,43,84
UA,443,42543,5,103,17,19,12,23,27,43
AA,388,39405,5,116,16,18,15,25,26,25
UA,434,46697,5,92,17,18,11,21,44,89
AA,454,46461,6,118,17,20,9,24,35,81
EV,415,37476,5,116,16,18,17,26,31,13
VX,445,44394,6,73,18,19,9,21,36,86
UA,436,45025,6,115,17,19,10,23,46,90
EV,444,42568,5,45,16,17,9,20,32,52
UA,408,41963,5,97,16,18,8,24,28,46
AA,475,49179,6,3,18,20,3,22,31,142
UA,451,39232,6,98,18,19,6,21,28,88
B6,416,41358,6,69,17,18,12,27,32,60
EV,451,44347,5,48,17,19,16,21,45,73
UA,449,45915,5,93,18,20,6,28,43,130
UA,437,44649,6,80,17,18,11,24,43,68
AA,478,46137,6,43,18,19,11,30,30,87
DL,448,42636,6,86,18,20,10,28,29,101
MQ,464,42367,6,185,17,18,14,21,24,69
B6,454,40640,5,155,17,19,7,21,47,47
DL,455,42290,5,79,17,19,6,23,38,76
EV,453,45817,5,80,18,19,6,21,46,90
DL,435,43758,5,19,17,19,15,23,48,74
US,450,40136,5,82,17,18,14,22,43,30
WN,427,45699,5,142,16,20,8,26,44,78
MQ,479,46723,6,60,19,20,15,24,20,164
UA,458,40090,5,73,16,17,11,22,42,42
B6,455,44506,5,105,16,19,9,26,39,62
DL,467,51268,5,127,18,21,8,33,30,142
UA,445,46148,5,14,18,19,10,23,39,119
MQ,448,42653,5,0,17,18,12,22,41,69
AA,432,41230,6,50,16,18,14,23,32,40
B6,450,40400,5,131,15,18,15,23,45,30
UA,470,44790,6,58,18,18,7,32,52,115
DL,437,42177,5,89,17,19,11,28,43,40
UA,431,41431,6,107,17,19,12,17,23,64
EV,429,45366,6,32,17,19,15,22,19,92
WN,452,47333,5,81,18,19,8,27,33,113
UA,426,44252,5,72,17,19,8,21,32,69
B6,429,45671,5,103,18,19,12,23,37,102
DL,452,42879,5,63,18,19,10,27,40,79
US,427,41174,5,120,16,17,7,25,39,37
EV,402,45745,5,96,17,18,16,22,34,77
UA,423,40029,5,108,17,19,14,21,32,60
UA,419,44599,6,75,17,18,11,23,32,52
UA,441,44184,5,36,17,18,9,29,40,69
AA,438,41033,5,115,16,18,6,22,37,21
DL,450,46103,5,48,17,19,10,28,22,95
MQ,462,41680,5,60,16,19,12,19,23,65
B6,444,38717,5,109,16,18,9,27,37,35
VX,432,40815,6,81,17,18,11,25,38,43
AA,413,38988,5,103,16,18,9,22,22,31
DL,455,47606,5,44,17,19,7,26,39,107
UA,439,49408,6,2,18,19,12,28,44,115
EV,451,45145,6,22,18,20,5,26,43,121
FL,424,37116,5,138,16,17,11,28,43,13
EV,468,45315,5,17,17,19,15,21,30,81
EV,423,41299,5,114,16,18,7,27,44,26
B6,435,45349,5,95,17,19,12,22,32,88
DL,469,42943,5,115,17,19,1,23,36,78
B6,435,41798,6,43,17,19,15,21,42,89
MQ,436,44743,5,21,18,20,10,22,37,97
AA,463,46559,6,92,17,19,13,21,39,93
DL,459,46062,5,130,17,19,4,21,46,74
DL,470,46411,6,89,18,19,11,30,32,105
MQ,462,39781,5,104,17,18,7,29,34,45
EV,433,42260,5,167,17,18,8,23,26,61
MQ,451,44306,6,160,17,18,8,24,37,82
UA,455,40759,5,108,17,18,7,26,26,52
AA,424,42323,5,50,17,18,14,22,27,52
WN,407,35670,5,117,15,16,6,28,34,4
UA,429,42229,6,106,17,19,11,24,34,73
US,462,43873,5,1,17,19,12,24,30,67
EV,449,36255,5,74,17,19,6,29,43,31
UA,456,46406,5,96,17,19,12,25,33,81
EV,440,43591,5,87,16,18,12,27,32,34
VX,452,45810,5,157,17,20,21,30,40,88
B6,432,46043,5,49,18,19,13,23,32,106
UA,430,44313,5,94,17,19,10,23,35,68
EV,445,42093,5,152,17,19,11,23,29,59
B6,463,48552,6,103,18,19,12,27,40,125
EV,473,45894,6,63,18,20,10,23,33,127
MQ,427,46052,5,98,17,19,12,31,25,86
UA,486,45368,5,66,17,19,10,24,39,74
AA,444,43027,5,160,17,19,9,32,34,54
DL,448,42123,5,115,16,18,16,30,41,46
WN,462,44604,5,94,17,18,17,23,53,72
EV,440,41473,6,53,17,19,8,19,55,73
B6,437,43728,5,55,17,19,7,17,26,78
UA,445,45759,5,69,18,19,10,27,46,110
EV,432,44764,5,83,18,19,11,26,32,94
DL,418,42548,5,92,16,19,11,22,35,53
UA,438,43049,5,75,17,19,7,24,46,62
AA,446,45912,6,99,18,19,14,21,38,86
WN,450,41974,5,75,16,19,8,28,29,60
EV,468,41402,5,62,17,19,13,29,42,64
AA,453,45088,5,57,17,19,13,26,33,65
MQ,465,45241,5,58,17,19,13,27,34,89
EV,445,41541,5,150,17,19,10,25,27,51
DL,449,45940,5,48,17,19,11,21,28,108
DL,465,46329,5,61,18,19,2,22,25,112
B6,431,43136,6,24,18,19,11,24,30,95
